M-id,C-id,Local_lat,Local_long,Region,Division,Subregion,Area/Kingdom,Culture,Culture_loc,M_cid,Audio_notes,Duration,Audio_file,Archival_source#,Song,Genre,Song_notes,Performers,Instruments,Lyrics,Living_metadata,Recorded_by,Year,Publisher,Publcation_collection,Repository,Classification_notes,Audio_file_Pending,Metadata_notes,Source_Notes,Source Tag
0610,,39.9,-5.2,Europe,Southern Europe,C Spain,Castilla-La Mancha,Oropesa,"Lagartera, Oropesa, Castile-La Mancha, Spain",26071,,0:02:34,T5469R03,7D10.A13,Las Doce Palabras Part II,Christmas Song; Religious Song; Cumulative Song,"The Twelve Words, Christmas song, religious, cumulative song","Antonio Moreno Calatrava,
Julio Ramos Polo, ximbombas",Male Voices Ximbomba,"De estas doce palabritas dichas y retorneadas,
voy con la una, que parió en Belén la Virgen Pura.
Y estas doce palabritas dichas y retorneadas,
voy con las dos, las dos tablas de Moisés, donde Dios puso los pies,
voy con la una, que parió en Belén la Virgen Pura.

Y estas doce palabritas…. las tres Marías, las dos tablas de Moisés…
…voy con las cuatro, los cuatro evangelistas, las tres Marías….
... las cinco llagas, los cuatro… los seis candeleros, … los siete gozos los ocho coros…
los nueve meses…… los diez mandamientos,

Translation:
Of these twelve little words, spoken and recounted,/ I’ll start with one, the pure Virgin bore in Bethlehem./ And these twelve little words… the two tablets of Moses, where  God put his feet, one….three…the three Marys, two tablets...four evangelists… five wounds…six candesticks seven Joys…eight choirs…nine minths…ten Commandments.",,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,"Source # matches with C-id 926, but only the first part was coded for 926 so this is considered a separate sample.",Songs and Dances of Spain: Volume 10: Castille. Westminster WF 12022,@ALA1952LasDocePalabrasPartII
0611,9480,39.9,-5.2,Europe,Southern Europe,C Spain,Castilla-La Mancha,Oropesa,"Lagartera, Oropesa, Castille-La Mancha, Spain",26071,,0:00:40,T9533R14,7D10.A12; CHB6B3.7,Tan-Tan,Villancico; Christmas Song,"So So, Christmas song, villancico, female soloist, brilliant quality in highest pitches","Manuela Santillana Moreno, female solo",Female Voice,,,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Songs and Dances of Spain: Volume 10: Castille. Westminster WF 12022,@ALA1952Tan-Tan
0612,928,40.8,-4.33,Europe,Southern Europe,C Spain,Castilla y León,Segovia,"Zarazuela del Monte, Segovia, Spain",26038,,0:02:37,T5468R46,7D10.A7,Jota Segoviana,Jota,Jota for guitar and voice,Valdomero Alonzo,Male Voice; Guitar,,,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Songs and Dances of Spain: Volume 10: Castille. Westminster WF 12022,@ALA1952JotaSegoviana
0613,,42.42,-6.12,Europe,Southern Europe,N W Spain,Leonese Reg,Leon,"Val de San Lorenzo, León, Spain",26005,,0:01:11,,7D10.A5,Uno Molinero,Baile corrido; Dance Song; Reecreational Song,Theme of the miller and the miller's wife.,"Alonso, Carolina Geijo [tambourine, vocal]",Female Voice; Tambourine,,,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Songs and Dances of Spain: Volume 10: Castille. Westminster WF 12022,
0614,929,40.79,-4.28,Europe,Southern Europe,C Spain,Castilla y León,Segovia,"Vegas de Matute, Segovia, Spain",26038,,0:01:39,T5468R45,7D10.A2,Ronda de las Vegas,Ronda,"Ronda, men with almirezes","Emilio Moreno, [almirez] mortar and pestle, vocal, Cesario Orejudo, vocal, Urbano Orejudo, vocal, Donato Useros, vocal",Almirez (Mortar); Pestle; 4 Male Voices,,,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Songs and Dances of Spain: Volume 10: Castille. Westminster WF 12022,@ALA1952RondadelasVegas
0615,923,39.9,-5.2,Europe,Southern Europe,C Spain,Castilla-La Mancha,Oropesa,"Lagartera, Oropesa, Castile-La Mancha, Spain",26071,,0:02:38,T5468R47,7D10.A9,La Bastarda y El Segador (El emperador de Roma),Ballad; Reaping Song; Work Song; Romance; Agricultural Song,"Reapers often sang this ballad as they worked the summer harvest. The melody sung here is very similar to one used for the reapers’ songs and for this region’s hernandillas songs, sung to the rhythm of the work: one person sings the story and the other or others respond with the refrain. In other La Mancha areas, the ballad is also sung, often as part of the Christmas season repertoire. It also appears in neighboring Extremadura (Rounder 1700) and several other parts of the Luso-Hispanic world, including the Sephardic tradition. This is a fragment of the ballad, in which a lady tells a reaper to go ahead and “reap”. At midnight he sighs,“my sickles are broken, I won't be able to reap tomorrow.” She offers to replace his metal “sickles” with silver ones; the next day “a reaper has died, slain by a serrana [tough mountain woman].” —Ed.","Antonio Moreno Calatrava,
Manuela Santillana Moreno",Male Voice; Female Voice,"El emperador de Roma  tiene una hija bastarda.
Refrain: La serena de la noche, la clara de la mañana.
Vienen duques y marqueses, y a todos los despreciaba.
Vido cuatro segadores, segando trigo y cebada,
con la empuñadura de oro, y las hoces son de plata,
el sombrero de metal, por los campos relumbraba.
 
Translation:
The Emperor of Rome has a bastard daughter,
Refrain: The siren of the night, the light of the morning. 
Dukes and marquis come,  and she turns them all down. / She saw four reapers reaping wheat and barley, / their hoes’ handles of gold, and their hoes of silver, / a metal hat which shone right through the fields. ",,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Songs and Dances of Spain: Volume 10: Castille. Westminster WF 12022,@ALA1952LaBastardayElSegador
0616,927,39.9,-5.2,Europe,Southern Europe,C Spain,Castilla-La Mancha,Oropesa,"Lagartera, Oropesa, Castile-La Mancha, Spain",26071,,0:01:37,T5469R01,7D10.A10; WFS7.19,La Loba Parda,Ballad; Romance,"This ballad is also known as “Los siete lobos” (The Seven Wolves) or, in this region near Trujillo, “La perra trujillana” (The Trujillo Dog). It has been known since at least the late sixteenth century and seems to have followed the old cañada route from León.","Manuel Reviriego, male solo, rabel",Male Voice; Rabel,"E(s)tando yo en la mi choza, pintando la mia cayada [2x]
vi de venir siete lobo(s) por una larga cañada.
Venían echando suerte(s) por ver a cual le tocaba,
le tocó a una pobre loba patituerta y jorobada.
Dió tre(s) vuelta(s) a la re(d) y no pudo coger nada,
y dió una media vuelta cogió la borrega blanca,
hija de la oveja negra nieta de la oveja blanca.
—Arriba siete cachorro(s) y mi perra trujillana,
él que me traiga la oveja tendrá la cena ganada,
siete caldero(s) de leche y otra(s) tanta(s) [sic] de cuajada. 
Al pasar un arroyuelo ya iba la loba cansada.
—Toma, perra, tu borrega, buena y sana como e(s)taba.
—Yo no quiero la borrega de tu boca babeada, 
lo que quiero [es tu pelleja que la tengo bien ganada (missing on recording).]

Translation: 
I was in my hut, painting my staff / and saw seven wolves coming along a cañada. / They were throwing lots to see who it would be. / It fell to a poor she-wolf, bandy-legged and a hunchback. / She turned around three times in the net, and couldn’t take anything, / she turned halfway, and took a white yearling lamb, / daughter of the black ewe, granddaughter of the white ewe. / “Get up, seven pups, and my Trujillo dog! / The one that brings me the ewe will have for its dinner: / seven pots of milk, and as many of curd.” / Passing by a stream, the wolf was tired: / “Here, dog, take your lamb, healthy as ever.” / “I don’t want the lamb, slobbered on in your mouth; / I want [your hide which I have fairly won. [usually followed by wanting the ears for earrings, tail for laces, and so on.]",,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Songs and Dances of Spain: Volume 10: Castille. Westminster WF 12022,@ALA1952LaLobaParda
0617,920,38.98,-3.92,Europe,Southern Europe,C Spain,Castilla-La Mancha,La Mancha,"Ciudad Real, Castile-La Mancha, Spain",26049,,0:02:33,T5469R05,7D10.B3,Fandanguillo De Infantes,Fandanguillo; Dance Song; Dance In Pairs,"Fandanguillo, male soloist over guitar and clapping","Jesús Carrizosa, 
Juan Vicente Carrizosa, guitar, clapping, stamping, crowd noises",Male Voice; Guitar; Clapping; Stamping; Crowd Noises,"Ay lere…El fandanguillo de Infantes, lo bailaba una gitana,
a la una y a las dos, y a las tres de la mañana,
el fandanguillo de Infantes.

Ay lere…Y hasta la leña en el monte tiene su separación,
una nace pa ser Santo, la otra para hacer carbón,
y el fandanguillo lo canto yo.

Ay lere…Adiós que me voy sin verte y ole,
 mi corazón sin hablarte, mi boca sin darte un beso, 
mis brazos sin abrazarte.  [2x]

Ay lere…Dicen que te llamas Laura, 
pero no de los laureles, que los laureles son finos,
y tu fina no lo eres, y tu fina no lo eres, lere.

Ay lere…Y yo voy por la ribera, el agua va por el río,
y yo voy por la ribera, el agua va por moler,
y yo por la molinera, y yo por la molinera y ole. 

Translation:
Ay lere….The fandanguillo of Infantes, a Gypsy woman danced it, / at one o’clock and at two o’clock, and at three in the morning, / the fandanguillo of Infantes. / And even the trees on the mountain have their differences, / one is born to be a saint, another to make coal, and I sing the fandanguillo. / Farewell, I’m leaving without seeing you. / my heart without talking to you, my mouth without kissing you, / my arms without embracing you.
They say your name is Laura,  / but not of laurels [bay trees], for laurels are polite, but you are not. / And I’m going along the shore, the water goes through the river,
I’m going along the shore, the water goes for milling, and I go for the miller’s wife.",,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Songs and Dances of Spain: Volume 10: Castille. Westminster WF 12022,@ALA1952FandanguilloDeInfantes
0618,3142,-33.44,-70.66,South America,W South America,S Andes,Chilean Central Valley,Huaso,"Santiago Region, Chile",13630,,0:03:51,T5487R12,7D41.B3,En El Jardin De Cupido,Tonada; Love Song,"Tonada, In Cupid's Garden","Núñez sisters, guitar",Female Voices; Guitar,,,Universidad de Chile,1961,RCA Victor,"Musica de la Provincia de Santiago: Vol. II. Antologia del Folklore Musical Chileno CML 2085, 1963","Universidad de Chile; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@RCAVictor1961AntologíaDelFolkloreMusicalChilenoII
0619,3144,-33.44,-70.66,South America,W South America,S Andes,Chilean Central Valley,Huaso,"Santiago Region, Chile",13630,,0:03:42,T5487R08,7D41.A2,Supe En El Norte Que Habia,Verso Autorizado,Verso autorizado ,"Carlos Marambio, guitar",Guitar,,,Universidad de Chile,1961,RCA Victor,"Musica de la Provincia de Santiago: Vol. II. Antologia del Folklore Musical Chileno CML 2085, 1963","Universidad de Chile; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@RCAVictor1961AntologíaDelFolkloreMusicalChilenoII
0620,3145,-33.44,-70.66,South America,W South America,S Andes,Chilean Central Valley,Huaso,"Santiago Region, Chile",13630,,0:03:11,T5487R09,7D41.A4,De Noche Te Vengo A Ver,Serenade; Saint's Song; Christmas Song; Night Song; Dawn Song,"Esquinazo, serenade sung at night or at dawn for a woman or religious figure, performed on birthdays, saints' days, and during Christmas","Carmela Zúñiga, Pepe Molina, charango, bass",Female Voice; Charango; Bass,,,Universidad de Chile,1961,RCA Victor,"Musica de la Provincia de Santiago: Vol. II. Antologia del Folklore Musical Chileno CML 2085, 1963","Universidad de Chile; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@RCAVictor1961AntologíaDelFolkloreMusicalChilenoII
0621,3141,-33.44,-70.66,South America,W South America,S Andes,Chilean Central Valley,Huaso,"Santiago Region, Chile",13630,,0:01:57,T5487R11,7D41.B2,Yo Para Dios Fui Nacido,Christmas Song,"Christmas song, Verso A Lo Divino","Manuel Ulloa, charango",Male Voice; Charango,,,Universidad de Chile,1961,RCA Victor,"Musica de la Provincia de Santiago: Vol. II. Antologia del Folklore Musical Chileno CML 2085, 1963","Universidad de Chile; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@RCAVictor1961AntologíaDelFolkloreMusicalChilenoII
0622,,-33.44,-70.66,South America,W South America,S Andes,Chilean Central Valley,Huaso,"Santiago Region, Chile",13630,,,,7D41.A1,Ya Te Llevan Pa' La Iglesia,Parabienes,They Take You To The Church,Familia Saavedra Pino: harp; guitar; two voices,Two Voices; Harp; Guitar,,,Universidad de Chile,1961,RCA Victor,"Musica de la Provincia de Santiago: Vol. II. Antologia del Folklore Musical Chileno CML 2085, 1963","Universidad de Chile; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@RCAVictor1961AntologíaDelFolkloreMusicalChilenoII
0623,681,-36.55,-71.55,South America,W South America,S Andes,Chilean Central Valley,Huaso,"San Fabián de Alico, Near San Carlos, Ñuble Province, Chile [Recorded at Alan Lomax's flat in Chelsea, London, England]",13630,,0:02:46,T5543R10,T171. 2,El Palomo,Lyric Song,"Lyric song, Yo crié una paloma solo para mi recreo","Violeta Parra, guitar",Female Voice; Guitar,,,Alan Lomax,1950,ACE Online Archive 2012,"Miscellaneous recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Notes on tape box read: Authentic Chile: typical In shape.,@ALA1950ElPalomo
0624,682,-36.55,-71.55,South America,W South America,S Andes,Chilean Central Valley,Huaso,"San Fabián de Alico, Near San Carlos, Ñuble Province, Chile [Recorded at Alan Lomax's flat in Chelsea, London, England]",13630,,0:02:51,T5543R11,T171. 3,Maire Yo Le Digo Adios,Farewell Song,"Despedida, song of farewell","Violeta Parra, guitar",Female Voice; Guitar,,,Alan Lomax,1950,ACE Online Archive 2012,"Miscellaneous Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Tape box reads: Authentic Chile: Typical In Shape.,@ALA1950MaireYoLeDigoAdios
0625,3143,-33.44,-70.66,South America,W South America,S Andes,Chilean Central Valley,Huaso,"Santiago Region, Chile",13630,,0:03:29,T5487R13,7D41.B4,Quiso La Desgracia Mia,,Canción,"Clara Osorio, guitar",Female Voice; Guitar,,,Universidad de Chile,1961,RCA Victor,"Musica de la Provincia de Santiago: Vol. II. Antologia del Folklore Musical Chileno CML 2085, 1963","Universidad de Chile; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@RCAVictor1961AntologíaDelFolkloreMusicalChilenoII
0626,3140,-33.44,-70.66,South America,W South America,S Andes,Chilean Central Valley,Huaso,"Santiago Region, Chile",13630,,0:02:15,T5487R10,7D41.B1,Que Viva El Niño Mi Amado Dios,Villancico; Christmas Song; Carol,"Villancico, Christmas carol","Rosa Muñoz, Nuñez sisters, guitar",Female Voices; Guitar,,,Universidad de Chile,1961,RCA Victor,"Musica de la Provincia de Santiago: Vol. II. Antologia del Folklore Musical Chileno CML 2085, 1963","Universidad de Chile; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,"On MInutage Coding Sheet, source # is given as 7B41.B1. I think this is an error and it was meant to read 7D41.B1, as 7B41 doesn't match any tape in our collection.",,@RCAVictor1961AntologíaDelFolkloreMusicalChilenoII
0627,,-33.44,-70.66,South America,W South America,S Andes,Chilean Central Valley,Huaso,"Santiago Region, Chile",13630,,,,7D41.A3,Desengáñame Con Tiempo,Cueca del vaivén,Disgust me with time,Clara Osorio; guitar,Female Voice; Guitar,,,Universidad de Chile,1961,RCA Victor,"Musica de la Provincia de Santiago: Vol. II. Antologia del Folklore Musical Chileno CML 2085, 1963","Universidad de Chile; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@RCAVictor1961AntologíaDelFolkloreMusicalChilenoII
0628,3293,31.28,-7.23,Africa,Northern Africa,Maghreb,S W Morocco,Shilha,"Telouet, High Atlas, Morocco",25444,,0:05:54,T40030R01,T1736 .1,Great Ahouach of Telouet,Dance Song; Festival Song,Festival dance,"200 females, 25 men, drums",200 Females Voices; 25 Male Voices; Drums,,,Jean Mazel,1957,Philips,Grand Haouach De Telouet Philips 424.917,"Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Copy sent to A.L.,@Philips1960GrandHaouach
0629,3294,30,-8.49,Africa,Northern Africa,Maghreb,S W Morocco,Shilha,"Zaouia, Anti-Atlas, Southern Morocco",25444,,0:04:19,T40010R04,T1357.13,Ahouach of Zaouia,Dance Song; Circle Dance,"Ahouach, Circle Dance, from Southern Morocco, men form circle and play bendir drums, while women shuffle in a larger circle around them","Mohamed's troupe, clapping, bendir (large tambourine without jangling elements), metal percussion, ululations",Male Voice; Mixed Voices; Clapping; Bendir (Large Tambourine Without Jangling EleMalets); Metal Percussion; Ululations,,,Jean Mazel,1960s,BAM,"Ballets at Troubadours du Pays Chleu, BAM EX 348","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@BAM1975MusiquePopulaireMarocaineI
0630,3291,29.38,-3.09,Africa,Northern Africa,Maghreb,S W Morocco,Shilha,"Béchar Province, Algeria",25444,,0:01:31,T40031R01,T1737 .4,Chant aux Sources,,Festive song,Male chorus,Male Voices,,,Jean Mazel,1955,Philips,Feerie Sud-Marocaine Philips B76 048R,"Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Copy sent to A.L.,@Philips1955FeerieSudMarocaine
0631,3290,33.5,-4.5,Africa,Northern Africa,Maghreb,S W Morocco,Shilha,"Middle Atlas, Morocco",25444,,0:01:27,T40031R02,T1737 .5,Antiphonal song,Dance Song,Women dance and sing around the circle of male drummers,"4 to 500 member mixed chorus, drums",400-500 Mixed Voices; Drums,,,Jean Mazel,1955,Philips,Feerie Sud-Marocaine Philips B76 048R,"Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Copy sent to A.L.,@Philips1955FeerieSudMarocaine
0632,3296,29.69,-9.73,Africa,Northern Africa,Maghreb,S W Morocco,Shilha,"Tiznit, Morocco",25444,,0:01:32,T40010R02,T1357.11,Troubador Song,,Male soloist over guenbirt lute,"Jemma, guenbirt, (turtle shell three stringed lute)",Male Voice; Guenbirt (Turtle Shell 3 Stringed Lute),,,Jean Mazel,1960s,BAM,"Ballets at Troubadours du Pays Chleu, BAM EX 348","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@BAM1975MusiquePopulaireMarocaineI
0633,3295,31.06,-7.92,Africa,Northern Africa,Maghreb,S W Morocco,Shilha,"Marrobek, Morocco",25444,,0:02:09,T40010R03,T1357.12,Dance Song,Dance Song,Male leader in alternation with mixed chorus over bowed lute and percussion ,"Mohamed's troupe, drum, stringed instrument, raita, reed flute","Male Voice; Mixed Voices; Drum; Stringed Instrument; Raita, Reed Flute",,,Jean Mazel,1960s,BAM,"Ballets at Troubadours du Pays Chleu, BAM EX 348","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@BAM1975MusiquePopulaireMarocaineI
0634,3297,30.34,-5.84,Africa,Northern Africa,Maghreb,S W Morocco,Shilha,"Zagora, Morocco",25444,,0:01:59,T40010R01,T1357.10,Ahouach Ded Ida,Dance Song; Circle Dance,"Ahouach, Circle Dance, from Southern Morocco, men form circle and play bendir drums, while women shuffle in a larger circle around them","Male chorus, children's chorus, bendir (large tambourine without jangling elements), clapping",Male Voices; Children's Voices; Bendir (Large Tambourine Without Jangling Elements); Clapping,,,Jean Mazel,1960s,BAM,"Ballets at Troubadours du Pays Chleu, BAM EX 348","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@BAM1975MusiquePopulaireMarocaineI
0635,3292,31.28,-7.23,Africa,Northern Africa,Maghreb,S W Morocco,Shilha,"Telouet, High Atlas, Morocco",25444,,0:05:20,T40030R02,T1736 .2,"Gnaoua, Great Ahouach de Telouet",,,"Male chorus, iron castinets, drums",Male Voices; Iron Castinets; Drums,,,Paul Bowles,1959-61,Library of Congress,"Music of Morocco, Library of Congress Archive of Folk Song L64","Archive of Folk Culture, American Folklife Center, Library of Congress; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Copy sent to A.L.,@AFS1972Morocco
0636,,18.73,7.38,Africa,Northern Africa,Maghreb/ W Sahara,Algeria/ Burkina Faso/ S W Libya/ Mali/ S Morocco/ Niger,Tuareg,"Near Arlit, North-Central Niger",27545,,0:03:11,,4A30.A3,Ezzel N Oufada Aoua Etteb Ales Ou N Abaradh,Love song,"An ahal, or love song, by a man accompanied by on the imzhad, one string violin",Male solo; imzhad ,Male Voice; Imzhad,,,Finola Holiday; Geoffrey Holiday,1960,Smithsonian Folkways,"Tuareg Music of the Southern Sahara. Folkways Records FE4470, 1960","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,https://folkways.si.edu/ezzel-n-oufada-aoua-etteb-ales-ou-n-abaradh-love-song-with-imzhad/islamica-world/music/track/smithsonian,@FW1960TuaregMusicOfSouthernSahara
0637,,18.73,7.38,Africa,Northern Africa,Maghreb/ W Sahara,Algeria/ Burkina Faso/ S W Libya/ Mali/ S Morocco/ Niger,Tuareg,"Near Arlit, North-Central Niger",27545,,0:03:32,,4A30.A4,Tarakemt,Love song,"An ahal, or love song, by a woman accompanied by handclapping.",Female solo; handclapping ,Female Voice; Handclapping,,,Finola Holiday; Geoffrey Holiday,1960,Smithsonian Folkways,"Tuareg Music of the Southern Sahara. Folkways Records FE4470, 1960","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,https://folkways.si.edu/tarakemt-love-song-with-handclapping/islamica-world/music/track/smithsonian,@FW1960TuaregMusicOfSouthernSahara
0638,954,18.73,7.38,Africa,Northern Africa,Maghreb/ W Sahara,Algeria/ Burkina Faso/ S W Libya/ Mali/ S Morocco/ Niger,Tuareg,"Near Arlit, North-Central Niger",27545,,0:01:17,T5523R22,4A30.A5; WFS7.22,Chikishikishin,Love Song,"An ahal, or love song, by a man accompanied by on the imzhad, one string violin","Male solo, imzhad ",Male Voice; Imzhad,,,Finola Holiday; Geoffrey Holiday,1960,Smithsonian Folkways,"Tuareg Music of the Southern Sahara. Folkways Records FE4470, 1960","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/TrackDetails.aspx?itemid=14795,@FW1960TuaregMusicOfSouthernSahara
0639,956,14,8.99,Africa,Northern Africa,Maghreb/ W Sahara,Algeria/ Burkina Faso/ S W Libya/ Mali/ S Morocco/ Niger,Tuareg,"Damergu, Southern Sahara, Niger",27545,,0:00:51,T5522R96,4A30.A7; WFS6.19,Song of the Enaden,Work Song; Artisans' Song,"Song sung by a man of the Enaden caste, the artisans of the Tuareg who manufacture most of the material possessions of the tribe",Tuareg man from the Enaden caste,Male Voice,,,Finola Holiday; Geoffrey Holiday,1960,Smithsonian Folkways,"Tuareg Music of the Southern Sahara. Folkways Records FE4470, 1960","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/TrackDetails.aspx?itemid=14797,@FW1960TuaregMusicOfSouthernSahara
0640,,14,8.99,Africa,Northern Africa,Maghreb/ W Sahara,Algeria/ Burkina Faso/ S W Libya/ Mali/ S Morocco/ Niger,Tuareg,"Damergu, Southern Sahara, Niger",27545,,0:02:12,,4A30.B1,Hunting Song,Hunting song,"Since the community of the tribes and factions of the Tuareg people doe s not have its roots in ritual, there are no gods to invoke or propitiate before setting out to hunt gazelle or the fabulous barbary sheep. Strictly speaking, the Tuareg do not hunt; they ""forage"" for meat. Afterwards there is always the tale of the chase to be recounted; often, as in this case, humorously and bawdily. ",Male solo; handclapping,Male Voice; Handclapping,,,Finola Holiday; Geoffrey Holiday,1960,Smithsonian Folkways,"Tuareg Music of the Southern Sahara. Folkways Records FE4470, 1960","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,https://folkways.si.edu/hunting-song/islamica-world/music/track/smithsonian,@FW1960TuaregMusicOfSouthernSahara
0641,,23.28,5.53,Africa,Northern Africa,Maghreb/ W Sahara,Algeria/ Burkina Faso/ S W Libya/ Mali/ S Morocco/ Niger,Tuareg,"Hoggar Mountains, Sahara Desert, Algeria",27545,,0:01:30,,T69.8,Isekkmaren Song,Narrative song,Isekkemaren song by Abdallah son of Bouia. A tale of the rezzou against Kel Ajjer,Abdallah son of Bouia,Male Voice,,,Henri Lhote,1948,Previously Unpublished,"Mission Henri Lhote collection, Musee De L'Homme","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Recordings sent to A. L. from the Department d'Ethnomusicologie de Musee de L'Homme,@CNRS1948MissionHenriLhote
0642,702,23.28,5.53,Africa,Northern Africa,Maghreb/ W Sahara,Algeria/ Burkina Faso/ S W Libya/ Mali/ S Morocco/ Niger,Tuareg,"Hoggar Mountains, Sahara Desert, Algeria",27545,T40052R01,0:03:15,T5543R17,T69.A6,Asékoni,Men's Song,Alternating male soloists over fiddle,"Bédarer, sons of Améréoualt, male singers, Sardi, daughter of Améréoualt, Amzad, fiddle",Male Voices; Female Voice; Amzad (Fiddle),,,Henri Lhote,1948,Previously Unpublished,"Mission Henri Lhote collection, Musee De L'Homme","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Recordings sent to A. L. from the Department d'Ethnomusicologie de Musee de L'Homme,@CNRS1948MissionHenriLhote
0643,,23.28,5.53,Africa,Northern Africa,Maghreb/ W Sahara,Algeria/ Burkina Faso/ S W Libya/ Mali/ S Morocco/ Niger,Tuareg,"Hoggar Mountains, Sahara Desert, Algeria",27545,,0:00:54,,T69.4,Love Song,Love song,"Enaden caste love song, sung by Barzat daughter of Amereoualt",Female solo,Female Voice,,,Henri Lhote,1948,Previously Unpublished,"Mission Henri Lhote collection, Musee De L'Homme","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Recordings sent to A. L. from the Department d'Ethnomusicologie de Musee de L'Homme,@CNRS1948MissionHenriLhote
