P_id,CultureName_Speaker1,P_cid_Speaker1,CultureName_Speaker2,P_cid_Speaker2,Identifier_LomaxTape,Type_TapeCategory,Recording_Title,Tape_Description,Source_notes,Speech_Description,Monologue/Dialogue,Duration,Lomax_notes,Speakers_Gender/Number/Age,Speakers_Names,SubjectLanguage_SIL14,SubjectLanguage_SIL15,SubjectLanguage_SIL,SubjectLanguage_Given,SubjectDialect_Given,Researcher_Language,Location_Recorded,Coverage,Date,Contributor_Interviewer,Contributor_Researcher,Researcher_Affiliation,Contributor_Depositor,Contributor_Compiler,All_Languages_On_Tape,Source_Format,Audio_notes,ResourceID,Identifier_FileName,Format_Digital,Date_Digitized,Digitized.On,Priority,Digital audio notes,Rights_Online,Contact_Information,Resource_Type,Linguistic_Type,Parla_Accession_No,Old_Parla_Accession_No,C#,C#s_on_Tape,Lomax_Cat_#,Associated_Compilation_Tapes,Metadata_notes,Coding_notes,Source Tag
86,Tunuvivi,30077,,,T5151,Raw audio,Tiwi Description I,"Australian Aboriginal language samples sent from David Glasgow of SIL, Australia.",,"Conversation between two females with male interjector. Younger woman is the wife of tribal elder-- other woman no special status. Natural chatting about daily activities. Caught wallaby, bandicoot, swam and slept, walked a long way, made a fire a tree to catch a possum, cooked and ate it. ",Dialogue,0:02:25,,"2 females, ages 45 and 55, 1 male, age 58",,TIW,tiw,Tiwi,Tiwi,,ENG,"Bathurst Island, Northern Territory, Australia","Bathurst Island, Northern Territory, Australia",,,David Glasgow,SIL Australia,SIL Australia,Alan Lomax,Pentupi (Australia); Yanyula (Australia); Burera (Australia); Wolmatjan (Australia); Guguyatnigi (Australia); Tiwi (Australia),"1/4"" wide magnetic audio tape.  5"" reel.  3.75 ips.  ",,A00082,TP5151R11,"24 bit, 96 kHz, uncompressed .wav",2005-10,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,26690,58,58a-b,"C-62a-62b, C-58a-C58b",903,T5041 - Australia Compilation - Tiwi (Area compilation); T5010 - Dialogue Compilation - Tiwi (Work compilation).,,C58a and b used for same coding,@ALANDT5151 @ALANDT5041 @ALA1971T5010
87,Kuku Yalanji,62534,,,T5151,Raw audio,Gugu-Yalangi Conversation I,"Australian Aboriginal language samples sent from David Glasgow of SIL, Australia.",,,Dialogue,0:02:19,,Males,,GVN,gvn,Kuku-Yalanji,Gugu-Yalangi,,ENG,"Bloomfield River, Cooktown, Northern Queensland, Australia","Bloomfield River, Cooktown, Northern Queensland, Australia",,,David Glasgow,SIL Australia,SIL Australia,Alan Lomax,Pentupi (Australia); Yanyula (Australia); Burera (Australia); Wolmatjan (Australia); Guguyatnigi (Australia); Tiwi (Australia),"1/4"" wide magnetic audio tape.  5"" reel.  3.75 ips.  ",,A00080,TP5151R09,"24 bit, 96 kHz, uncompressed .wav",2005-10,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,30786,62,62a,"C-62a-62b, C-58a-C58b",903,T5013 - Dialogue Compilation - Gugu-Yalangi (Work compilation).,,C62a and b used for same coding,@ALANDT5151 @ALA1971T5013
87,Kuku Yalanji,62534,,,T5151,Raw audio,Gugu-Yalangi Conversation II,"Australian Aboriginal language samples sent from David Glasgow of SIL, Australia.",,,Dialogue,0:06:05,,Males,,GVN,gvn,Kuku-Yalanji,Gugu-Yalangi,,ENG,"Bloomfield River, Cooktown, Northern Queensland, Australia","Bloomfield River, Cooktown, Northern Queensland, Australia",,,David Glasgow,SIL Australia,SIL Australia,Alan Lomax,Pentupi (Australia); Yanyula (Australia); Burera (Australia); Wolmatjan (Australia); Guguyatnigi (Australia); Tiwi (Australia),"1/4"" wide magnetic audio tape.  5"" reel.  3.75 ips.  ",,A00081,TP5151R10,"24 bit, 96 kHz, uncompressed .wav",2005-10,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,30786,62,62b,"C-62a-62b, C-58a-C58b",903,T5013 - Dialogue Compilation - Gugu-Yalangi (Work compilation).,,C62a and b used for same coding,@ALANDT5151 @ALA1971T5013
88,Ambonese,10462,,,T5079,Raw audio,United Nations sessions - Moluccan,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.","""Story of Escape."" (18a); Two fairy stories essentially told by the older man.  (18b)",Dialogue,,Good animation throughout. (18b),"2 males, ages 35 and 65",,,abs,"Malay, Ambonese",Molucca,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Galela, Toaripi, Pidgin (New Guinea), Swazi, Molucca","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00275,TP5079R03,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,36929,18,18a-b,"C500b-C502, C18-C19",,T5043 - Black Africa Compilation - Moluccan (Area compilation); T5053 - Malay Compilation - Moluccan (Area compilation); T5002 - UN Dialogue Compilation - Moluccan (Work compilation).," Not finding any info on ""Molucca"" language, but since the recordings are identified as speakers from Ambon, I am guessing the language is Ambonese Malay.",C18a and b used for same coding. ,@ALA1971T5079 @ALANDT5043 @ALANDT5053 @ALA1971T5002
89,Gal,62535,,,T5079,Raw audio,United Nations sessions - Gal,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.","""Folk tale."" (500b)",Monologue,,Good animation. (500b),"1 male, age 40",Yacob,GAP,gap,Gal,Gal,,ENG,,,1971-07,,Alan Lomax,,,Alan Lomax,"Gal, Toaripi, Pidgin (New Guinea), Swazi, Molucca","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Subject moved toward and away from the mic at various places.,A00275,TP5079R04,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,64067,500,500b,"C500b-C502, C18-C19",,T5003 - UN Monologue Compilation - Gal (Work compilation).,Gal language misidentified as Galela on old data.,C500a and b used for same coding.,@ALA1971T5079 @ALA1971T5003
89,Gal,62535,,,T5082,Raw audio,Gal Recording,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.","""His trip to this country."" (500a)",Monologue,,Good animation.,"1 male, age 40",Yacob,GAP,gap,Gal,Gal,,ENG,,,1971-07,,Alan Lomax,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ","Great quality, but subject moved toward and away from the mic at various places.",A00283,TP5082R06,"24 bit, 96 kHz, uncompressed .wav",2005-02,,I,,Permissions under negotiations,,Sound,Primary Text,64067,500,500a,"C22b, C26, C20, C503, C504b, C500a",,T5003 - UN Monologue Compilation - Gal (Work compilation).,Gal language misidentified as Galela on old data.,C500a and b used for same coding.,@ALA1971T5082 @ALA1971T5003
90,Toraja,27393,,,T5270,Raw audio,Ordinary Toraja speech,"East Indonesian recordings including Komodo, Savu, Aru Islands, Kei Islands, Asmat, Basim, Toraja, sent by Ivan Polunin.",,,Dialogue,0:03:40,,2 females,,,sda,Toraja-Sa’dan,Toradja,,ENG,,,,,Ivan Polunin,,,Alan Lomax,Komodo; Savu; Asmat; Basim; Toraja,"1/4"" wide magnetic audio tape.  5"" reel.  7.5 ips.  ",Children's voices in the background,,TP5270R07,"24 bit, 96 kHz, uncompressed .wav",2005-01,Revox,I,,Permissions under negotiations,,Sound,Primary Text,2115,136,,,2005,,Coding sheets missing. Also missing from tape index,,@ALANDT5270
91,Savu,25048,,,T5270,Raw audio,"Sabu, with interjections","East Indonesian recordings including Komodo, Savu, Aru Islands, Kei Islands, Asmat, Basim, Toraja, sent by Ivan Polunin.",,"Sabu, with interjections in Bahasa Indonesian.",,,,,,HVN,hvn,Sabu,Savu,,ENG,,,,Ivan Polunin,Ivan Polunin,,,Alan Lomax,Komodo; Savu; Asmat; Basim; Toraja,"1/4"" wide magnetic audio tape.  5"" reel.  7.5 ips.  ",,A00245,TP5270R02,"24 bit, 96 kHz, uncompressed .wav",2005-01,Revox,I,,Permissions under negotiations,,Sound,Primary Text,835,131,,,2005,,Coding sheets missing,,@ALANDT5270
92,Komodo,62536,,,T5270,Raw audio,Komodo,"East Indonesian recordings including Komodo, Savu, Aru Islands, Kei Islands, Asmat, Basim, Toraja, sent by Ivan Polunin.",,Komodo language with general information in English. ,Dialogue,,,,,KVH,kvh,Komodo,Komodo,,ENG,"Komodo Village,  West Manggarai Regency, East Nusa Tenggara,  Indonesia",,,,Ivan Polunin,,,Alan Lomax,Komodo; Savu; Asmat; Basim; Toraja,"1/4"" wide magnetic audio tape.  5"" reel.  7.5 ips.  ",,A00244,TP5270R01,"24 bit, 96 kHz, uncompressed .wav",2005-01,Revox,I,,Permissions under negotiations,,Sound,Primary Text,61506,120,,,2005,,Work compilation version of P_id 93,,@ALANDT5270
93,South Jakarta,17557,,,T5074,Raw audio,United Nations sessions - Bahasa Indonesian,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Chatting. (8a); Bargaining. (8b),Dialogue,,Most animated. (8b),"2 males, age 35",,,ind,Indonesian,Bahasa Indonesian,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Sara, Chad, Nandi, Portuguese, Finnish, Khmer, Djerna, Indonesian","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Mic picked up some electrical noises on 8a.,A00265,TP5074R02,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,65,8,8a-b,"C1-C8, C48",,T5000 - UN Dialogue Compilation - Bahasa Indonesian (Work compilation).,Date on T-list says 5/14/1971,C8a and b used for same coding.,@ALA1971T5074 @ALA1971T5000
94,Malay,20571,,,T5082,Raw audio,Malay,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Chatting. (20a); Bargaining. (20b),Dialogue,,Most animated. (20b),"2 males, in their 30s",,MLI,mly,Malay,Malay,,ENG,,,1971-07,,Alan Lomax,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Air conditioning background noise on 20a.,A00282,TP5082R05,"24 bit, 96 kHz, uncompressed .wav",2005-02,,I,,Permissions under negotiations,,Sound,Primary Text,41025,20,20a-b,"C22b, C26, C20, C503, C504b, C500a",,T5043 - Black Africa Compilation - Malay (Area compilation); T5053 - Malay Compilation - Malay (Area compilation); T5002 - UN Dialogue Compilation - Malay (Work compilation).,,C20a and b used for same coding.,@ALA1971T5082 @ALANDT5043 @ALANDT5053 @ALA1971T5002
95,Merina,21242,,,T5075,Raw audio,United Nations sessions - Malagasy,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",2 males and 1 female discussing women's liberation. ,Dialogue,,Not very animated.,"2 males, ages 30 and 40, 1 female, age 25",,,mlg,Malagasy,Malagasy,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Malagasy, Somali, Dinka, Polish","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Heavy noise of air conditioner in background.,A00266,TP5075R01,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,4161,9,9,C9-C12,,T5001 - UN Dialogue Compilation - Malagasy (Work compilation).,Date on T-list says 5/14/1971,,@ALA1971T5075 @ALA1971T5001
96,Thai,26973,,,T5086,Raw audio,United Nations sessions - Thai,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",2 females recounting a dangerous experience. (53a); 2 females describing a Thai family (53b).  ,Dialogue,,Good animation.,"2 females, in their 20s and 30s",,THJ,tha,Thai,Thai,,,,,Jul-71,,Alan Lomax,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Recorded in tape room.,A00321,TP5086R01,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,21570,53,53a-b,C53,,T5008 - UN Dialogue Compilation - Thai (Work compilation).,,C53a and b used for same coding.,@ALA1971T5086 @ALA1971T5008
97,Thai,26973,,,T5078,Raw audio,Two men speaking Thai,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Chatting about NY.,Dialogue,,,"2 males, age 35",Hanop Parksuwah; Seree Wangpaichitr,THJ,tha,Thai,Thai,,ENG,,,1971-05-14,,Alan Lomax,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00274,TP5078R03,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,45121,22,22a,"C532, C21-C22",,T5002 - UN Dialogue Compilation - Thai (Work compilation).,Date on T-list says Jul-71,C22a and b used for same coding.,@ALA1971T5078 @ALA1971T5002
97,Thai,26973,,,T5082,Raw audio,Discussing American Teenagers,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.","Discussing american teenagers, Role-playing father and son.",Dialogue,,,"2 males, age 35","Manup Parksuwun, Saree Wangpaichitr",THJ,tha,Thai,Thai,,ENG,,,1971-07,,Alan Lomax,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00278,TP5082R01,"24 bit, 96 kHz, uncompressed .wav",2005-02,,I,,Permissions under negotiations,,Sound,Primary Text,45121,22,22b,"C22b, C26, C20, C503, C504b, C500a",,T5002 - UN Dialogue Compilation - Thai (Work compilation).,,C22a and b used for same coding.,@ALA1971T5082 @ALA1971T5002
98,Khmer,13124,,,T5074,Raw audio,United Nations sessions - Khmer,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",2 males chatting.,Dialogue,,Relaxed and fairly animated.,"2 males, age 35",,,khm,Khmer,Khmer,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Sara, Chad, Nandi, Portuguese, Finnish, Khmer, Djerna, Indonesian","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00265,TP5074R03,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,49216,6,6,"C1-C8, C48",,T5000 - UN Dialogue Compilation - Khmer (Work compilation).,Date on T-list says 5/14/1971,,@ALA1971T5074 @ALA1971T5000
99,Burmese,12849,,,,,,,,,,,,,,,mya,Burmese,Burmese,,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,55362,108,,,,,Missing metadata and original coding sheets.,,@ALA
100,Burmese,12849,,,,,,,,,,,,,,,mya,Burmese,Burmese,,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,55874,109,,,,,Missing metadata and original coding sheets.,,@ALA
101,Khasi,30102,,,,,,,,,,,,,,,kha,Khasi,Khasi,,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,1347,133,,,,,Missing metadata and original coding sheets.,,@ALA
102,Sherpa,25378,,,T5150,Raw audio,Sherpa from Cassette 64a,"Sherpa recordings sent from Lester Troyer, SIL Nepal, 10/71.",,2 males discussing daily activities,Dialogue,,,"2 males, ages 20 and 18",,SCR,xsr,Sherpa,Sherpa,,ENG,,,1971-10,,Lester Troyer,SIL Nepal,SIL,Alan Lomax,,"1/4"" wide magnetic audio tape.  3"" reel.  7.5 ips.  ",,A00069,TP5150R01,"24 bit, 96 kHz, uncompressed .wav",2005-10,Revox,I,,Permissions under negotiations,,Sound,Primary Text,32834,64,64a,C-64a,902,T5013 - Dialogue Compilation - Sherpa (Work compilation).,,C64a-c used for same coding,@ALA1971T5150 @ALA1971T5013
102,Sherpa,25378,,,T5150,Raw audio,Sherpa from Cassette 64c,"Sherpa recordings sent from Lester Troyer, SIL Nepal, 10/71.",,2 males discussing raising cattle,Dialogue,,,"2 males, ages 20 and 18",,SCR,xsr,Sherpa,Sherpa,,ENG,,,1971-10,,Lester Troyer,SIL Nepal,SIL,Alan Lomax,,"1/4"" wide magnetic audio tape.  3"" reel.  7.5 ips.  ",,A00071,TP5150R03,"24 bit, 96 kHz, uncompressed .wav",2005-10,Revox,I,,Permissions under negotiations,,Sound,Primary Text,32834,64,64c,C-64c,902,T5013 - Dialogue Compilation - Sherpa (Work compilation).,,C64a-c used for same coding,@ALA1971T5150 @ALA1971T5013
102,Sherpa,25378,,,T5150,Raw audio,Sherpa from Cassette 64b,"Sherpa recordings sent from Lester Troyer, SIL Nepal, 10/71.",,2 males discussing Solu and Solleri,Dialogue,,,"2 males, ages 20 and 18",,SCR,xsr,Sherpa,Sherpa,,ENG,,,1971-10,,Lester Troyer,SIL Nepal,SIL,Alan Lomax,,"1/4"" wide magnetic audio tape.  3"" reel.  7.5 ips.  ",,A00070,TP5150R02,"24 bit, 96 kHz, uncompressed .wav",2005-10,Revox,I,,Permissions under negotiations,,Sound,Primary Text,32834,64,64b,C-64b,902,T5013 - Dialogue Compilation - Sherpa (Work compilation).,,C64a-c used for same coding,@ALA1971T5150 @ALA1971T5013
103,Monguor,21649,,,T5204,Raw audio,Mongol (Left Channel),Mongol recordings from the USSR recorded or dubbed by Alan Lomax in Moscow.,,Mongolian.  Two men and one woman. ,Dialogue,,,"2 males, 1 female",,KHK,khk,"Mongolian, Halh",Mongolian,,,,,1971,,Alan Lomax,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  5"" reel.  3.75 ips.  ",,A00156,TP5204R01,"24 bit, 96 kHz, uncompressed .wav",2005-12,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,46146,90,89 or 91,,1070,T5021 - Dialogue Compilation - Mongolian (Work compilation).,"Computer coding printout lists this coding as C90, but tape index lists it as C91. Coding sheet lists C89. All fit the same description. Date on T-list says Oct-72",,@ALA1971T5204 @ALANDT5021
103,Monguor,21649,,,T5204,Raw audio,Mongol Dialogue (Right Channel),Mongol recordings from the USSR recorded or dubbed by Alan Lomax in Moscow.,,Mongolian.  Two men and one woman. ,Dialogue,,,"2 males, 1 female",,KHK,khk,"Mongolian, Halh",Mongolian,,,,,1971,,Alan Lomax,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  5"" reel.  3.75 ips.  ",,A00157,TP5204R02,"24 bit, 96 kHz, uncompressed .wav",2005-12,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,46146,90,89 or 91,,1070,T5021 - Dialogue Compilation - Mongolian (Work compilation).,"Computer coding printout lists this coding as C90, but tape index lists it as C91. Coding sheet lists C89. All fit the same description. Date on T-list says Oct-72",,@ALA1971T5204 @ALANDT5021
104,Monguor,21649,,,T5083,Raw audio,United Nations sessions - Mongol,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.","""Impressions of New York."" ",Monologue,,Speech-making attitude rather than story-telling.,"1 male, age 40",,KHK,khk,"Mongolian, Halh",Mongolian,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Yoruba, Mongolian, Icelandic, Setwana, Tiv, Hausa, Ibo","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",,A00284,TP5083R01,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,8453699,509,509,"C23, C27-C29, C539, C515",,T5031 - Practice Coding Tape #2 - Mongol (Coding); T5003 - UN Monologue Compilation - Mongol (Work compilation).,,,@ALA1971T5083 @ALANDT5031 @ALA1971T5003
105,Volga Tatars,26654,,,,,,,,,,,,,,,tat,Tatar,Tatar,,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,1603,134,,,,,Missing metadata,,
106,Uzbeks,62302,,,T5207,,Uzbek Recordings,Uzbek recordings. No source information. Sent from USSR without consent and rather erroneaously.,No source information. Sent from USSR without consent and rather erroneaously.,,Dialogue,,,"1 male, 1 female",,UZB,uzn,"Uzbek, Northern",Uzbek,,,,,,,,,,Alan Lomax,,"1/4"" wide magnetic audio tape.  3"" reel.  7.5 ips.  ",,A00160,TP5207R01,"24 bit, 96 kHz, uncompressed .wav",2005-12,Revox,I,,Permissions under negotiations,,Sound,Primary Text,48706,95,97,,1072,T5024 - Dialogue Compilation - Uzbek (Work compilation).,"Computer coding printout lists this coding as C95, but tape index lists it as C97. Coding sheet lists Cat. # 1072, which corresponds with C97. Date on T-list says Oct-72",,@ALANDT5207 @ALANDT5024
107,Pashtun,23497,,,T5080,Raw audio,United Nations sessions - Pushtu,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Chatting. (43a); Bargaining role-play. (43b); Discussing woman's liberation. (43c).,Dialogue,,Relaxed but not animated. (43a); More animation (43c).,"2 males, in their 30s",,,pbt,"Pashto, Southern",Pushtu,,,,,1971-07,,Alan Lomax,,,Alan Lomax,"Greek, Spanish, Yugoslav, Dyala, Persian, Bura, Persian, Pushtu, Kurundi, Tagalog, Ilocano, French, Lutaro, Lutase, German","1/4"" wide magnetic audio tape.  7"" reel.  3.75 ips.  ",Recorded at UN booth.,A00276,TP5080R03,"24 bit, 96 kHz, uncompressed .wav",2005-02,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,11330,43,43a-c,"C34-C37, C42, C43, C47, C516",,T5006 - UN Dialogue Compilation - Pushtu (Work compilation).,,C43a-c used for same coding.,@ALA1971T5080 @ALA1971T5006
108,Bengal,12046,,,,,,,,,,,,,,,ben,Bengali,Bengali,,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,3651,142,,,,,Missing metadata and original coding sheets.,,
109,Bengal,12046,,,,,,,,,,,,,,ENG,eng,English,English,,,,,,,,,,Alan Lomax,,,,,,,,,,,,,Sound,Primary Text,3907,143,,,,,Missing metadata and original coding sheets.,,
110,Konkani,30127,,,T5188,Raw audio,Indian Compilation 2 - Konkani,"Urdu, Telegu, Tamil, Tulu, Malayalam, Konkani, Hariyaka, Kannada, and Hindi recordings sent from Chester Williams, Callison College, India.",,Manager of bank recounting to his friend what he had done on the holidays.,Dialogue,,,"2 males, ages 40 and 29",,,knn,Konkani,Konkani,,,"Bangalore, Karnataka, India",,Jan-72,,Chester Williams,"Callison College, India.",,Alan Lomax,"Tulu, Malayalam, Konkani, Havyaka, Standard Hindi, Rajasthani Hindi","1/4"" wide magnetic audio tape.  5"" reel.  3.75 ips.  ",,A00128,TP5188R02,"24 bit, 96 kHz, uncompressed .wav",2005-12,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,44098,86,86,"C80-C82, C84-C87",1053,T5020 - Dialogue Compilation - Konkani (Work compilation).,,,@ALA1971T5188 @ALANDT5020
111,Rajasthan,24157,,,T5188,Raw audio,Indian Compilation 2 - Hindi,"Urdu, Telegu, Tamil, Tulu, Malayalam, Konkani, Hariyaka, Kannada, and Hindi recordings sent from Chester Williams, Callison College, India.",,Uncle and nephew.,Dialogue,,,"2 males, ages 35 and 24",,,hin,Hindi,Hindi,,,"Bangalore, Karnataka, India",,Jan-72,,Chester Williams,"Callison College, India.",,Alan Lomax,"Tulu, Malayalam, Konkani, Havyaka, Standard Hindi, Rajasthani Hindi","1/4"" wide magnetic audio tape.  5"" reel.  3.75 ips.  ",,A00128,TP5188R02,"24 bit, 96 kHz, uncompressed .wav",2005-12,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,44610,87,87,"C80-C82, C84-C87",1053,T5020 - Dialogue Compilation - Hindi (Work compilation).,,,@ALA1972T5188 @ALANDT5020
112,Kerala,18371,,,T5211,Raw audio,Malayalam Discussion,"Malayalam, Telegu, Tulu and Tibetan recordings sent from India by Chester Williams.",,Teacher and Student converse,Dialogue,,,2 males,,MJS,mal,Malayalam,Malayalam,,,,,1972-05-05,,Chester Williams,"Callison College, India.",,Alan Lomax,Malayalam (India); Telegu (India); Tulu (India); Tibetan,"1/4"" wide magnetic audio tape.  2"" reel.  3.75 ips.  ",,A00167,TP5211R01,"24 bit, 96 kHz, uncompressed .wav",2005-12,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,43586,85,85,,1076,T5020 - Dialogue Compilation - Malayalam (Work compilation).,,"Unclear if both Malayalam recordings (T5188 and T5211) were used for coding. I am assuming they both were, based on C-list.",@ALA1972T5211 @ALANDT5020
112,Kerala,18371,,,T5188,Raw audio,Indian Compilation 2 - Malayalam,"Urdu, Telegu, Tamil, Tulu, Malayalam, Konkani, Hariyaka, Kannada, and Hindi recordings sent from Chester Williams, Callison College, India.",,"Two young men discussing where they were brought up (different locations), former schooling experiences, the recent war's economic consequences, the older man's mentioning how he felt when he received a wire that his grandmother had died.",Dialogue,,,"2 males, ages 20 and 25",,MJS,mal,Malayalam,Malayalam,,,"Bangalore, Karnataka, India",,Jan-72,,Chester Williams,"Callison College, India.",,Alan Lomax,"Tulu, Malayalam, Konkani, Havyaka, Standard Hindi, Rajasthani Hindi","1/4"" wide magnetic audio tape.  5"" reel.  3.75 ips.  ",,A00128,TP5188R02,"24 bit, 96 kHz, uncompressed .wav",2005-12,Toshiba,I,,Permissions under negotiations,,Sound,Primary Text,43586,85,85,"C80-C82, C84-C87",1053,T5020 - Dialogue Compilation - Malayalam (Work compilation).,,"Unclear if both Malayalam recordings (T5188 and T5211) were used for coding. I am assuming they both were, based on C-list.",@ALA1972T5188 @ALANDT5020
113,Marathi,62537,,,T5085,Raw audio,United Nations sessions - Marathi,Alan Lomax Parlametrics - United Nations recordings made by Alan Lomax and his colleagues for Parlametrics.,"Original United Nation recordings made by Alan Lomax and his colleagues for Parlametrics. These are the original recordings, dubbed onto T5000-T5009 as C#s.",Chatting. (40a); Each man tells the other a bargaining anecdote. (40b).,Dialogue,,Relaxed but not particularly animated (men were extremely even tempered). They had to make an effort not to mix English with Marathi. (40a); Much livelier and more animated. (40b).,"2 males, in their 40s",,,mar,Marathi,Marathi,,,,,Jul-71,,Alan Lomax,,,Alan Lomax,"Marathi, German, Sesote","1/4"" wide magnetic audio tape.  7"" reel.  7.5 ips.  ",,A00320,TP5085R01,"24 bit, 96 kHz, uncompressed .wav",2005-02,Revox,I,,Permissions under negotiations,,Sound,Primary Text,8258,40,40a-b,C38-C40,,T5006 - UN Dialogue Compilation - Marathi (Work compilation).,,,@ALA1971T5085 @ALA1971T5006
